ID number,1a,1b,1c,2,3.a,3.b,3.c,3.d,3.e,3.f,3.g,4.a,4.b,4.b.name,StandardNames,4bApple,4bmingpao,4bsingtao,4bstar,4borient,4bothers,5.1,5.2,5.3,5.4,5.5,5.6,5.7,5.8,5.9,5.10.,5.11,6.a.,6b,6c,6d,6e,6f,6g,6h,7.a,7.b,7.c,7.d,7.e,7.f,7.g,7.h,7.i,7.j,8.a,8b,8c,8.d,8.e,8.f,8.g,8.h,8.i,8.j,8.k,8.l,9a,9b,9c,9d,10.aCleaned,10.bCleaned,10.cCleaned,10.dCleaned,10.eCleaned,10.fCleaned,10.gCleaned,10.hCleaned,10.iCleaned,10.jCleaned,11.a,11.b,11.c,11.d,11.e,11.f,12.a,12.b,12.c,12.d,12.e,12.f,13.a,13.b,13.c,13.d,13.e,13.f,13.g,13.h,13.i,13.j,13.k,13.I,13.m,13.n,13.o,13.p,14.a,14.b,14.c,14.d,14.e,14.f,14.g,15.a.Category,15.a.Category.v1,15.b.Category,15.b.Category.v1,15.c.Category,15.c.Category.v1,15.a.english,15.a.english.v1,15.b.english,15.b.english.v1,15.c.english,15.c.english.v1,17,18,19,20,21,22.a,22b,23,24,25,27.a,27.a_final,27.b,27.c,28.a,28.b,28.c,28.d,28.e,29.a,29.b,29.c,30,31,32,33,34,35,37,36a,36b,36c,36d,36e
1422,2,1,0,0,0,0,0,0,0,5,0,0,1,Hoshishima,Star Island,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,NA,3,3,2,3,3,3,3,2,2,3,100,80,80,80,50,70,70,60,70,70,80,60,4,4,4,4,3,3,3,2,2,2,2,2,3,3,3,0,0,2,0,0,3,0,0,2,0,0,Cousin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WILL,0,0,0,0,teacher,0,Qualifications,Qualifications,Qualifications,Qualifications,Future hopes,Future hopes,What is your education level/what are your grades?,What is your education level/what are your grades?,What is your working experience?,What is your working experience?,What are your aspirations/goals/exepectations in future?,What are your aspirations/goals/exepectations in future?,Smooth,0,0,0,TSW,1,0,1,1,1,NA,NA,NA,NA,1,1,1,0,0,1,1,0,0,student,Lutheran,17,1,3,1,0,0,0,0,1
1423,3.5,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,NA,3,3,2,3,3,3,3,3,3,3,50,60,30,80,80,70,80,80,70,80,90,50,5,5,7,4,3,3,2,2,3,2,3,3,3,3,3,11,0,41,11,0,3,11,0,41,11,0,Alex,Pakhi,yusen,ken san,yusen,yusen,yusen,0,Pakhi,yusen,yusen,kenson,kenson,yuson,alex,alex,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Stable income,0,6500,20000,TSW,2,0,2,2,1,NA,NA,NA,NA,1,1,1,0,0,1,1,0,500,student,Yuen Long Public,14,1,4,1,0,0,0,0,1
1424,3.5,3.5,0,1,0,0,0,0,0,0,0,0,1,East,East,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,NA,3,3,2,2,3,3,3,3,3,3,50,50,70,80,70,80,80,60,90,0,50,50,4,2,5,4,3,3,3,2,2,2,2,2,3,3,2,3,1,3,1,0,2,3,1,4,1,0,0,Aunties,0,0,Aunt,0,"Aunt, dad",0,0,Aunt home,0,0,0,"Dad, aunt, mom",0,0,0,0,0,0,0,0,0,Reasons,Reasons,Qualifications,Qualifications,,,Why do you choose this job?,Why do you choose this job?,What kinds of special/strong abilities/skills do you have?,What kinds of special/strong abilities/skills do you have?,Missing,Missing,stable,0,0,0,TM,1,Tuen Mun Hospital,4,4,NA,Car mechanic,Car mechanic,SALES,NA,1,1,0,0,1,0,0,2,250,student,Simon Lui Ming Choi,15,1,3,2,0,0,0,0,1
1425,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,NA,4,3,3,3,3,3,3,3,3,2,70,60,70,70,50,80,80,90,50,0,90,50,5,6,5,1,3,3,3,3,3,3,2,3,3,2,8,5,0,9,0,0,4,2,0,7,0,0,0,0,0,0,0,0,parents,0,0,0,0,0,0,"WINKY,CATHY",0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,Tuen Mun Hospital,4,4,NA,building,building,housewife,NA,1,1,0,0,0,1,1,0,0,student,Shap Pat Heung Primary,11,1,3,2,0,0,0,0,0
1426,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,NA,3,3,2,3,3,3,3,2,3,3,40,40,40,40,70,50,50,50,50,50,50,70,4,4,4,5,2,3,3,3,3,3,2,2,3,3,2,0,0,4,3,0,2,0,0,4,3,0,SIMON,0,0,0,0,0,Social workers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reasons,Reasons,Salary,Salary,Qualifications,Qualifications,Why do you choose this job?,Why do you choose this job?,What are your term and conditions?,What are your term and conditions?,What kinds of special/strong abilities/skills do you have?,What kinds of special/strong abilities/skills do you have?,Can survive in the socio-professional,0,20000,50000,YL,1,0,1,1,1,Security,Security,NA,NA,1,1,1,0,0,1,1,0,50,student,Tang Siu-tong,18,1,4,1,0,0,0,0,1
1427,1,0,0,0,0,0,0,0,0,0,0,0,1,Partly newspaper,Partly report,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,NA,4,4,2,2,3,4,4,3,3,3,0,0,100,100,70,80,70,70,50,100,50,100,5,1,7,1,3,3,3,2,3,3,2,1,3,3,2,0,0,10,0,1,1,0,0,10,0,1,a lot of,0,0,0,0,0,friend,0,0,Second place,a lot of,0,Several,Several,Several,0,0,Crafts classes,0,0,0,0,0,Company related,Company related,Qualifications,Qualifications,Salary,Salary,What can you contribute to this company,What can you contribute to this company,What kinds of special/strong abilities/skills do you have?,What kinds of special/strong abilities/skills do you have?,Are you fine with being under paid?,Are you fine with being under paid?,teacher,15000,30000,50000,TSW,2,0,2,2,2,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,teacher,Hong Kong Institute of Education,27,1,3,1,0,0,0,0,1
1428,3,1,0,0,0,0,0,0,0,0,0,0,1,APPLE,APPLE,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0
1429,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1 News,3,3,2,2,2,3,2,3,3,2,70,60,70,70,40,0,0,50,40,70,0,40,5,6,6,1,3,3,3,2,3,3,2,3,3,2,3,2,0,11,0,5,3,3,0,11,0,2,"å°æ³‰,derek,ruby,cindy,tess","derek, Rongrong, springs, water, ben",0,Kwok,Koizumi,Small z,"yin,dick",I,Small Second,"Small Second, som, jess, ruby","Small Second, som, jess, ruby",Kwok,"Somi, CA","somi, ruby, small second, jes","SK, Derek å°æ³‰",sk,sk,ka yu,jess,ruby,I,Koizumi,ka yu,Job related,Job related,Qualifications,Qualifications,Qualifications,Qualifications,How do come to know this job?,How do come to know this job?,Strengths and weakness,Strengths and weakness,Why do I want to hire you?,Why do I want to hire you?,Your favorite,11000,20000,3000,TSW,1,Princess Margaret Hospital,4,4,1,ground,ground,housewife,parents,1,1,1,0,0,0,0,0,0,media,IVE,26,1,3,2,0,0,0,0,1
1430,10,3.5,1,2,2,0,1,0,0,2,0,1,1,APPLE,APPLE,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,NA,3,3,2,3,2,3,3,3,3,2,50,80,30,40,90,80,90,90,100,90,90,50,4,5,7,2,4,4,4,3,3,2,2,2,4,2,3,7,2,17,2,0,3,3,2,17,2,0,Michael,ray,ray,oscar,shirley,0,0,0,jack,michael,michael,0,0,jack,0,0,ray,mike,0,0,0,michael,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,2,0,4,2,2,NA,NA,NA,NA,1,1,1,0,1,1,1,0,0,student,Primitives,13,1,4,NA,0,0,0,0,1
1431,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,100,100,100,100,50,50,50,50,100,100,0,0,7,7,7,7,3,3,3,1,3,3,1,1,3,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,1,NA,1,driver,driver,NA,NA,1,0,0,0,0,0,1,0,"3,000",student,Guo Yiwei,14,1,1,2,0,0,0,0,1
1432,2,0,0,0,0,0,0,0,0,0,0,0,1,Headlines,Headlines,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,NA,4,4,4,4,3,3,3,4,4,4,0,0,90,100,100,100,50,100,90,80,50,70,7,5,4,4,4,4,4,3,3,3,NA,1,4,4,3,2,0,5,3,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,taketh,0,0,0,0,0,0,kelly,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0
1433,1,2,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,NA,3,3,2,3,2,3,3,3,3,2,50,30,50,50,50,60,40,60,50,0,30,40,4,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,0,6,2,1,2,2,0,3,1,0,TOBY,TOBY,IVAN,FATHER,MOTHER,father,father,IVAN,FATHER,TOBY,KAOI,FATHER,MOTHER,TOBY,MISS WONG,father,MISS LAU,MISS LUK,MISS CHAN,FATHER,MOTHER,MISS LAU,MISS LEO,Salary,Salary,Qualifications,Qualifications,,,What is your expected salary level?,What is your expected salary level?,What is your working experience?,What is your working experience?,Missing,Missing,Can help people,7000,18000,23000,TSW,1,Tuen Mun Hospital,1,1,NA,Civil Servants,Civil Servants,clerk,NA,1,1,0,0,0,1,0,0,"2,100",student,I,18,1,4,1,0,0,0,0,1
1434,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,NA,2,2,2,2,2,2,3,3,2,2,10,0,0,20,20,30,30,10,0,0,0,0,5,5,6,5,2,3,2,3,2,2,3,2,2,3,99,0,0,0,0,0,3,0,0,0,0,0,mandy,0,0,0,0,0,and,0,0,and,and,0,0,and,and,0,0,0,Medical support staff,0,0,0,0,Personal,Personal,Job related,Job related,Reasons,Reasons,Do you have a child?,Do you have a child?,Preferred working time/is flexible working hours ok?/how long can you work in a day,Preferred working time/is flexible working hours ok?/how long can you work in a day,Why do you choose this job?,Why do you choose this job?,NA,11NA,0,0,TSW,1,Tuen Mun Hospital,1,4,1,Manual workers,Manual workers,Manual workers,NA,1,1,1,0,0,1,1,0,500,Full Daza,Guo Yiwei,27,1,2,2,0,0,0,0,1
1435,0,0,3.5,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,NA,3,3,3,3,4,3,3,3,3,3,50,60,50,100,60,100,80,80,70,100,0,50,3,3,4,4,4,4,4,1,3,3,3,4,4,3,4,10,0,99,10,5,4,5,0,10,10,3,PIG,Dragon,English,spring,Brave,Chang,dad,mom,Elder sister,0,WING CHI,0,teacher,WING CHI,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Working visit,1001,100000,1000000,HH,4,0,4,4,4,Jewelry,Jewelry,Jewelry,NA,0,1,1,0,0,1,1,0,"1,000",SALES,YCKMC,17,1,3,1,0,0,0,0,1
1436,0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,NA,3,3,2,2,2,3,3,3,3,2,70,50,50,80,70,70,80,70,60,70,70,50,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,0,5,0,0,3,0,0,2,0,0,brother,sister,0,0,0,father,nip,mother,nip,nip,nip,0,0,kath,mr. lam,0,ms mak,to sir,0,0,Square sir,0,mui sir,Qualifications,Qualifications,Qualifications,Qualifications,Job related,Job related,Why do I want to hire you?,Why do I want to hire you?,What kinds of special/strong abilities/skills do you have?,What kinds of special/strong abilities/skills do you have?,What do you think you can get out of this job?,What do you think you can get out of this job?,stable,0,0,0,NTK,1,0,4,4,NA,Bakery,Bakery,NA,NA,1,1,1,0,0,1,1,0,100,student,LKKC,17,1,3,2,0,0,0,0,1
1437,2,4,2,2,0,0,0,0,0,2,è™Žå ±,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,NA,3,3,3,3,3,3,3,3,3,3,50,50,50,50,100,50,50,50,50,50,50,100,4,4,4,4,3,3,3,1,3,3,3,3,3,1,5,0,0,50,2,0,5,0,0,10,2,0,PIG,piggie,0,0,father,mom,Ling,Zhu sister,mom,0,0,0,0,0,0,0,0,0,TIM,JOJO,JUDY,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Wuxi do with income $,0,1000000,1000000,YL,1,Tuen Mun Hospital,1,1,1,chef,chef,chef,NA,1,1,1,0,0,1,1,0,"1,000",student,TSWMC,16,1,5,2,1,0,0,0,0
1438,3,4,0,1,0,0,4,0,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1DBC station number 9,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,father,0,0,0,CINDY,0,teacher,teacher,0,0,0,0,0,0,0,0,0,Qualifications,Qualifications,Reasons,Reasons,Company related,Company related,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Why do you want to join the company?,Why do you want to join the company?,What do you know about the company (company's future/expectations/materials),What do you know about the company (company's future/expectations/materials),Able to serve the work of others,0,0,0,TM,1,Tuen Mun Hospital,1,4,1,transport,transport,restaurant,NA,1,1,1,0,0,1,1,0,"2,240",student,Guo Yiwei,17,1,2,1,0,0,0,0,1
1439,10,3.5,1,0,0,0,30,0,5,0,0,1,1,Ming Pao,Ming Pao,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,YAHOO,0,0,1,1,0,0,0,NA,4,4,3,4,4,4,4,3,4,4,10,10,0,100,80,90,90,100,70,90,0,70,4,4,4,4,3,4,3,3,3,3,2,4,3,3,3,4,0,7,3,0,3,4,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,TSW,1,0,1,1,1,NA,NA,NA,NA,1,1,1,0,0,1,1,0,200,student,Day official,15,1,4,2,0,0,0,0,1
1440,5,2,1,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,70,70,80,80,80,70,70,70,80,70,60,60,3,3,5,3,3,3,3,3,3,2,2,2,3,3,3,3,0,4,1,0,0,0,0,0,0,0,FION,TIFFANY,TIFFANY,TIFFANY,TIFFANY,TIFFANY,TIFFANY,TIFFANY,TIFFANY,TIFFANY,TIFFANY,TIFFANY,0,FOUL,TIFFANY,TIFFANY,0,0,0,0,0,0,0,Qualifications,Qualifications,Reasons,Reasons,Salary,Salary,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Why do you choose this job?,Why do you choose this job?,What is your expected salary level?,What is your expected salary level?,NA,0,0,0,TSW,2,0,NA,4,2,renovation worker,renovation worker,housewife,NA,1,1,1,0,0,1,1,0,500,student,LO HKMAKS,18,1,4,2,0,0,0,0,1
1441,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,NA,3,3,3,3,3,3,2,2,2,2,0,0,70,80,90,90,80,80,0,30,100,0,6,6,3,7,2,2,2,4,2,2,4,4,1,4,2,1,0,3,2,0,0,0,0,3,2,0,uncle,Aunties,0,0,father,0,TRISTCO,0,mom,brother,TRISTCO,0,MS WONG,TRISTCO,0,Aunties,0,0,0,0,0,0,Interviewer,Company related,Company related,Working attitudes,Working attitudes,Working attitudes,Working attitudes,Are you loyal to the company?,Are you loyal to the company?,Are you punctual?,Are you punctual?,What are you willing to sacrifice for this job/company?,What are you willing to sacrifice for this job/company?,More $$,0,10000,15000,TSW,5,0,4,2,5,business,business,NA,NA,1,1,1,0,0,1,1,0,800,0,Tin Shui Wai Methodist College,16,1,3,1,0,0,0,0,1
1442,5,10,0,0,3,0,4,0,8,2,0,1,1,APPLE,APPLE,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,NA,3,3,3,3,3,3,3,3,3,3,90,40,90,90,80,80,80,90,60,60,40,60,1,1,7,2,4,4,4,2,3,3,2,2,4,3,8,11,0,23,20,0,0,11,0,23,20,0,"MISS HO, MR NG",0,dad,MR LAU,father,0,"MR LAM MISS HO,MR HO,MR NG",MR HO,MR LAU MR LAM MR HO MISS HO,MR SIW,MR SIW MR LAU,MR HO,0,MR HO MISS HO MR LAW,0,0,MR LAM,0,MISS HO,0,MISS HO,dad,0,,Reasons,Personal,Qualifications,Qualifications,Qualifications,,Why do you choose this job?,What is your financial status currently?,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,I enjoy both job,0,20000,20000,TSW,1,0,4,4,1,Self-employed,Self-employed,housewife,NA,1,1,1,0,0,1,1,0,"6,000",student,TSTSS,17,1,3,2,0,0,0,0,1
1443,3.5,3.5,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,90,70,0,80,50,70,70,60,90,0,100,50,4,5,6,5,3,3,4,3,2,2,2,2,2,3,3,10,0,6,5,0,0,0,0,0,0,0,Cousin,friend,0,DAD,0,FAMILY,FAMILY,0,FAMILY,FRIEND,MYSELF,MYSELF,0,FRENDS,0,0,teacher,teacher,teacher,teacher,teacher,teacher,teacher,,Personal,Working attitudes,Personal,Reasons,Reasons,,What is your name?,Job related,How old are you?,Why do you choose this job?,Why do you choose this job?,Their preference,0,0,0,TSW,1,0,1,4,NA,clerk,clerk,clerk,clerk,1,1,0,0,0,1,1,0,0,student,MKG,16,1,3,1,0,1,0,0,0
1444,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,NA,3,3,3,2,3,3,3,3,3,3,20,0,0,40,50,60,70,10,90,0,0,50,6,4,4,5,2,3,3,3,3,3,3,4,2,3,2,2,0,90,2,0,1,0,0,2,2,0,0,0,0,0,0,mum,0,0,0,0,0,0,0,parents,0,0,you,me,she,it,they,0,0,Others,Others,Others,Others,,,How are you?,How are you?,How are you?,How are you?,Wrong answer,Wrong answer,great,0,0,0,TSW,1,Tuen Mun Hospital,2,1,NA,driver,driver,NA,NA,1,1,0,0,0,1,1,0,"1,000",student,SEED,15,1,3,1,0,0,0,0,1
1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,NA,4,4,2,2,2,3,3,2,3,2,90,80,60,90,0,70,50,10,70,0,20,30,6,4,5,4,2,1,2,3,2,3,3,3,2,4,1,0,0,3,0,0,1,0,0,3,0,0,Tuition teacher,0,0,0,0,0,0,0,mother,0,0,0,0,"Baoling, Liang Liang",0,0,0,0,0,0,0,0,0,Qualifications,Qualifications,,,,,What is your education level/what are your grades?,What is your education level/what are your grades?,Missing,Missing,Missing,Missing,cartoonist,0,0,0,TSW,1,0,2,2,2,driver,driver,accounting,NA,1,1,0,0,0,1,1,0,"1,500",student,TCSS,14,1,2,1,0,0,0,0,1
1446,3.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,NA,3,3,3,3,3,4,4,4,4,4,20,20,80,70,70,70,70,80,70,80,70,50,2,1,1,1,3,3,3,3,3,3,2,3,3,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,Rich,0,10000,0,TSW,1,Tuen Mun Hospital,1,1,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,0,"1,100",student,JJCEE,17,1,3,1,0,0,0,0,1
1447,3.5,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,NA,3,3,3,3,3,3,3,3,3,3,80,80,80,80,70,80,70,70,70,80,70,80,1,1,1,1,3,3,3,3,3,3,2,3,3,2,2,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,15000,0,TSW,1,Tuen Mun Hospital,1,1,NA,ground,ground,housewife,NA,1,1,0,0,0,1,1,0,"1,500",student,JTCEC,15,1,4,2,0,0,0,0,1
1448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,10,10,70,70,50,70,70,80,90,90,90,50,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qualifications,Qualifications,Qualifications,Qualifications,Others,Personal,What is your working experience?,What is your working experience?,What is your working experience?,What is your working experience?,How are you?,What life experience do you have?,it is good,0,15000,30000,TSW,1,Tuen Mun Hospital,1,1,1,ground,ground,NA,NA,1,1,0,0,0,1,1,0,"1,500",student,EC,15,1,3,2,0,0,0,0,1
1449,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,NA,3,3,2,2,2,2,2,3,2,2,20,40,50,80,20,70,70,50,50,60,30,10,3,2,7,3,2,3,2,3,2,NA,3,3,2,3,3,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apple, the empress, CINDY",0,0,0,0,0,0,0,0,0,Qualifications,Qualifications,,,,,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Missing,Missing,Missing,Missing,"Stability, good treatment",0,0,0,TSW,1,Tuen Mun Hospital,4,4,1,retirement,retirement,Part-time people,NA,1,1,1,0,0,1,1,0,150,student,TCSS,14,1,2,2,0,0,0,0,1
1450,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,15000,30000,TSW,1,0,1,1,1,NA,NA,NA,NA,1,1,0,0,0,1,1,0,"1,500",student,TJCEC,18,1,3,2,0,0,0,0,1
1451,3,0,0,0,0,0,0,0,0,0,0,1,1,Ming Pao,Ming Pao,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NA,3,3,3,3,3,3,3,3,3,3,70,70,70,70,70,70,70,70,70,70,70,70,5,5,5,5,3,3,3,3,2,2,2,2,2,2,4,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,High labor,0,30000,40000,TSW,1,Tuen Mun Hospital,1,1,1,NA,NA,NA,NA,1,1,1,0,0,1,1,0,"2,000",student,PKC,17,1,2,1,0,0,0,0,1
1452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,NA,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,4,4,4,4,3,3,4,4,3,3,3,3,3,3,4,0,0,5,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Qualifications,Qualifications,,,,,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Can you handle this job/can you do this job/how confident are you of doing this job/how well can you perform on this job,Missing,Missing,Missing,Missing,Escort,0,20000,50000,0,1,Tuen Mun Hospital,1,1,1,ground,ground,Salesperson,NA,1,1,1,0,0,1,1,0,"2,000",student,PKC,13,1,2,1,0,0,0,0,1
1453,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,Missing,Missing,Missing,Missing,Missing,Missing,NA,0,0,0,0,NA,0,1,1,1,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,student,TJCEC,18,1,4,1,0,0,0,0,1
